# DEBUG Waiting for a keypress.
        81.44000 ms     000009f1 ticks
       121.76000 ms     00000edd ticks
       139.93600 ms     00001115 ticks
       121.79200 ms     00000ede ticks
       167.10400 ms     00001466 ticks
       146.65600 ms     000011e7 ticks
        31.00800 ms     000003c9 ticks
        87.90400 ms     00000abb ticks
       133.66400 ms     00001051 ticks
       121.79200 ms     00000ede ticks
        70.97600 ms     000008aa ticks
       124.03200 ms     00000f24 ticks
        79.32800 ms     000009af ticks
       105.60000 ms     00000ce4 ticks
         8.54400 ms     0000010b ticks
       138.36800 ms     000010e4 ticks
        85.60000 ms     00000a73 ticks
       137.60000 ms     000010cc ticks
       139.96800 ms     00001116 ticks
       142.17600 ms     0000115b ticks
       221.44000 ms     00001b08 ticks
        40.32000 ms     000004ec ticks
       261.18400 ms     00001fe2 ticks
        87.84000 ms     00000ab9 ticks
       298.75200 ms     00002478 ticks
       126.33600 ms     00000f6c ticks
        45.85600 ms     00000599 ticks
       126.30400 ms     00000f6b ticks
        35.45600 ms     00000454 ticks
       110.43200 ms     00000d7b ticks
       144.12800 ms     00001198 ticks
        49.40800 ms     00000608 ticks
       112.73600 ms     00000dc3 ticks
       131.64800 ms     00001012 ticks
        11.74400 ms     0000016f ticks
       115.61600 ms     00000e1d ticks
       183.84000 ms     00001671 ticks
        58.36800 ms     00000720 ticks
        26.17600 ms     00000332 ticks
        76.48000 ms     00000956 ticks
        50.04800 ms     0000061c ticks
       114.36800 ms     00000df6 ticks
         9.63200 ms     0000012d ticks
        71.96800 ms     000008c9 ticks
       150.33600 ms     0000125a ticks
       160.22400 ms     0000138f ticks
       132.92800 ms     0000103a ticks
        15.55200 ms     000001e6 ticks
       179.61600 ms     000015ed ticks
       142.14400 ms     0000115a ticks
        33.34400 ms     00000412 ticks
       135.32800 ms     00001085 ticks
       183.84000 ms     00001671 ticks
       119.48800 ms     00000e96 ticks
        60.51200 ms     00000763 ticks
       130.81600 ms     00000ff8 ticks
       142.01600 ms     00001156 ticks
        65.21600 ms     000007f6 ticks
       135.71200 ms     00001091 ticks
       142.11200 ms     00001159 ticks
       148.25600 ms     00001219 ticks
       130.81600 ms     00000ff8 ticks
       137.82400 ms     000010d3 ticks
       160.22400 ms     0000138f ticks
        20.80000 ms     0000028a ticks
       124.03200 ms     00000f24 ticks
       729.05600 ms     000058ff ticks
       130.84800 ms     00000ff9 ticks
        66.75200 ms     00000826 ticks
       121.76000 ms     00000edd ticks
       447.04000 ms     00003692 ticks
       124.03200 ms     00000f24 ticks
        73.05600 ms     000008eb ticks
        90.08000 ms     00000aff ticks
        98.11200 ms     00000bfa ticks
        96.89600 ms     00000bd4 ticks
       202.59200 ms     000018bb ticks
       121.76000 ms     00000edd ticks
        23.71200 ms     000002e5 ticks
        83.32800 ms     00000a2c ticks
       148.25600 ms     00001219 ticks
        85.56800 ms     00000a72 ticks
       160.83200 ms     000013a2 ticks
       137.60000 ms     000010cc ticks
       192.16000 ms     00001775 ticks
       114.97600 ms     00000e09 ticks
        29.18400 ms     00000390 ticks
       148.86400 ms     0000122c ticks
        21.28000 ms     00000299 ticks
        74.20800 ms     0000090f ticks
       135.71200 ms     00001091 ticks
       108.64000 ms     00000d43 ticks
        16.25600 ms     000001fc ticks
        74.62400 ms     0000091c ticks
        50.04800 ms     0000061c ticks
        94.62400 ms     00000b8d ticks
       432.41600 ms     000034c9 ticks
       203.20000 ms     000018ce ticks
        41.34400 ms     0000050c ticks
       107.68000 ms     00000d25 ticks
         8.51200 ms     0000010a ticks
      1148.89600 ms     00008c3f ticks
       117.24800 ms     00000e50 ticks
       923.55200 ms     000070bd ticks
       160.25600 ms     00001390 ticks
        66.75200 ms     00000826 ticks
       121.79200 ms     00000ede ticks
        60.51200 ms     00000763 ticks
       126.27200 ms     00000f6a ticks
       137.85600 ms     000010d4 ticks
       139.87200 ms     00001113 ticks
       279.96800 ms     0000222d ticks
       168.54400 ms     00001493 ticks
        11.48800 ms     00000167 ticks
       158.88000 ms     00001365 ticks
        22.88000 ms     000002cb ticks
       121.79200 ms     00000ede ticks
        43.80800 ms     00000559 ticks
       103.68000 ms     00000ca8 ticks
        64.67200 ms     000007e5 ticks
        85.56800 ms     00000a72 ticks
       102.30400 ms     00000c7d ticks
       130.84800 ms     00000ff9 ticks
        50.04800 ms     0000061c ticks
       115.00800 ms     00000e0a ticks
       242.30400 ms     00001d94 ticks
       151.16800 ms     00001274 ticks
        72.38400 ms     000008d6 ticks
        28.54400 ms     0000037c ticks
       158.72000 ms     00001360 ticks
       135.39200 ms     00001087 ticks
       116.89600 ms     00000e45 ticks
       103.68000 ms     00000ca8 ticks
       405.34400 ms     0000317b ticks
       112.70400 ms     00000dc2 ticks
        20.80000 ms     0000028a ticks
       157.24800 ms     00001332 ticks
        11.48800 ms     00000167 ticks
       108.73600 ms     00000d46 ticks
       344.73600 ms     00002a15 ticks
       128.57600 ms     00000fb2 ticks
       626.78400 ms     00004c83 ticks
       149.40800 ms     0000123d ticks
        16.25600 ms     000001fc ticks
        99.64800 ms     00000c2a ticks
        73.05600 ms     000008eb ticks
       124.03200 ms     00000f24 ticks
       121.15200 ms     00000eca ticks
       101.40800 ms     00000c61 ticks
       110.65600 ms     00000d82 ticks
        94.62400 ms     00000b8d ticks
        77.24800 ms     0000096e ticks
       130.81600 ms     00000ff8 ticks
       167.10400 ms     00001466 ticks
       194.20800 ms     000017b5 ticks
        24.96000 ms     0000030c ticks
        96.92800 ms     00000bd5 ticks
       313.37600 ms     00002641 ticks
       139.90400 ms     00001114 ticks
       296.67200 ms     00002437 ticks
       117.28000 ms     00000e51 ticks
        20.80000 ms     0000028a ticks
       114.97600 ms     00000e09 ticks
       110.68800 ms     00000d83 ticks
       130.81600 ms     00000ff8 ticks
        20.80000 ms     0000028a ticks
       123.71200 ms     00000f1a ticks
         8.51200 ms     0000010a ticks
        95.13600 ms     00000b9d ticks
        45.88800 ms     0000059a ticks
       128.57600 ms     00000fb2 ticks
       154.56000 ms     000012de ticks
        96.86400 ms     00000bd3 ticks
        33.47200 ms     00000416 ticks
        71.93600 ms     000008c8 ticks
       154.56000 ms     000012de ticks
       101.44000 ms     00000c62 ticks
       169.18400 ms     000014a7 ticks
       142.17600 ms     0000115b ticks
       125.28000 ms     00000f4b ticks
       101.44000 ms     00000c62 ticks
      2047.64800 ms     0000f9f5 ticks
       108.19200 ms     00000d35 ticks
      1619.07200 ms     0000c5a4 ticks
       178.33600 ms     000015c5 ticks
       459.64800 ms     0000381c ticks
       128.60800 ms     00000fb3 ticks
       129.47200 ms     00000fce ticks
        90.11200 ms     00000b00 ticks
        98.14400 ms     00000bfb ticks
       101.40800 ms     00000c61 ticks
        77.24800 ms     0000096e ticks
       117.28000 ms     00000e51 ticks
        62.59200 ms     000007a4 ticks
       153.40800 ms     000012ba ticks
        21.28000 ms     00000299 ticks
       110.65600 ms     00000d82 ticks
       171.29600 ms     000014e9 ticks
        89.66400 ms     00000af2 ticks
        37.79200 ms     0000049d ticks
       108.38400 ms     00000d3b ticks
       271.58400 ms     00002127 ticks
       151.20000 ms     00001275 ticks
       152.48000 ms     0000129d ticks
       115.00800 ms     00000e0a ticks
        68.86400 ms     00000868 ticks
       108.22400 ms     00000d36 ticks
       177.53600 ms     000015ac ticks
        81.05600 ms     000009e5 ticks
       106.49600 ms     00000d00 ticks
       128.57600 ms     00000fb2 ticks
        56.35200 ms     000006e1 ticks
       105.88800 ms     00000ced ticks
        35.90400 ms     00000462 ticks
        60.57600 ms     00000765 ticks
       142.01600 ms     00001156 ticks
       106.20800 ms     00000cf7 ticks
        18.46400 ms     00000241 ticks
       110.43200 ms     00000d7b ticks
        41.72800 ms     00000518 ticks
       151.20000 ms     00001275 ticks
        27.07200 ms     0000034e ticks
       130.81600 ms     00000ff8 ticks
        77.24800 ms     0000096e ticks
       133.08800 ms     0000103f ticks
        47.96800 ms     000005db ticks
       112.70400 ms     00000dc2 ticks
        21.24800 ms     00000298 ticks
       103.80800 ms     00000cac ticks
       131.58400 ms     00001010 ticks
       129.37600 ms     00000fcb ticks
        11.71200 ms     0000016e ticks
        92.86400 ms     00000b56 ticks
       137.85600 ms     000010d4 ticks
        83.26400 ms     00000a2a ticks
        40.80000 ms     000004fb ticks
       106.08000 ms     00000cf3 ticks
        20.83200 ms     0000028b ticks
       121.76000 ms     00000edd ticks
       194.27200 ms     000017b7 ticks
       114.97600 ms     00000e09 ticks
        24.96000 ms     0000030c ticks
       155.68000 ms     00001301 ticks
        31.04000 ms     000003ca ticks
        90.11200 ms     00000b00 ticks
        21.12000 ms     00000294 ticks
        98.78400 ms     00000c0f ticks
       139.90400 ms     00001114 ticks
       144.38400 ms     000011a0 ticks
        31.26400 ms     000003d1 ticks
        96.86400 ms     00000bd3 ticks
        83.52000 ms     00000a32 ticks
       119.48800 ms     00000e96 ticks
       160.80000 ms     000013a1 ticks
       130.84800 ms     00000ff9 ticks
       541.05600 ms     0000420c ticks
       133.05600 ms     0000103e ticks
       599.61600 ms     00004932 ticks
       133.08800 ms     0000103f ticks
       382.30400 ms     00002eab ticks
       214.27200 ms     00001a28 ticks
       133.53600 ms     0000104d ticks
        24.12800 ms     000002f2 ticks
        58.40000 ms     00000721 ticks
       110.46400 ms     00000d7c ticks
        60.51200 ms     00000763 ticks
       124.83200 ms     00000f3d ticks
        11.74400 ms     0000016f ticks
       106.46400 ms     00000cff ticks
        83.48800 ms     00000a31 ticks
       126.30400 ms     00000f6b ticks
        22.88000 ms     000002cb ticks
       119.52000 ms     00000e97 ticks
        85.56800 ms     00000a72 ticks
       124.28800 ms     00000f2c ticks
        18.43200 ms     00000240 ticks
        94.65600 ms     00000b8e ticks
        20.76800 ms     00000289 ticks
        99.16800 ms     00000c1b ticks
        27.07200 ms     0000034e ticks
       108.19200 ms     00000d35 ticks
       114.84800 ms     00000e05 ticks
       105.92000 ms     00000cee ticks
        37.56800 ms     00000496 ticks
       108.19200 ms     00000d35 ticks
       731.23200 ms     00005943 ticks
       101.40800 ms     00000c61 ticks
       190.08000 ms     00001734 ticks
       115.00800 ms     00000e0a ticks
       972.00000 ms     000076a7 ticks
       133.08800 ms     0000103f ticks
        77.24800 ms     0000096e ticks
       133.08800 ms     0000103f ticks
       110.65600 ms     00000d82 ticks
       107.52000 ms     00000d20 ticks
         9.69600 ms     0000012f ticks
        98.88000 ms     00000c12 ticks
         8.54400 ms     0000010b ticks
       112.19200 ms     00000db2 ticks
        11.96800 ms     00000176 ticks
       106.11200 ms     00000cf4 ticks
       102.14400 ms     00000c78 ticks
        94.52800 ms     00000b8a ticks
       125.31200 ms     00000f4c ticks
       101.37600 ms     00000c60 ticks
       160.83200 ms     000013a2 ticks
       110.46400 ms     00000d7c ticks
        85.60000 ms     00000a73 ticks
       110.43200 ms     00000d7b ticks
        98.11200 ms     00000bfa ticks
       115.00800 ms     00000e0a ticks
        85.56800 ms     00000a72 ticks
        99.13600 ms     00000c1a ticks
       202.62400 ms     000018bc ticks
       117.24800 ms     00000e50 ticks
        68.86400 ms     00000868 ticks
        96.86400 ms     00000bd3 ticks
       181.69600 ms     0000162e ticks
       139.87200 ms     00001113 ticks
        22.91200 ms     000002cc ticks
       144.38400 ms     000011a0 ticks
       114.88000 ms     00000e06 ticks
       119.48800 ms     00000e96 ticks
        41.69600 ms     00000517 ticks
       101.40800 ms     00000c61 ticks
        52.16000 ms     0000065e ticks
       130.81600 ms     00000ff8 ticks
       123.20000 ms     00000f0a ticks
       124.03200 ms     00000f24 ticks
        20.76800 ms     00000289 ticks
       119.48800 ms     00000e96 ticks
        33.47200 ms     00000416 ticks
       133.40800 ms     00001049 ticks
       373.95200 ms     00002da6 ticks
       144.38400 ms     000011a0 ticks
       261.12000 ms     00001fe0 ticks
       130.81600 ms     00000ff8 ticks
       139.90400 ms     00001114 ticks
       146.65600 ms     000011e7 ticks
       108.54400 ms     00000d40 ticks
       133.08800 ms     0000103f ticks
        31.26400 ms     000003d1 ticks
       166.36800 ms     0000144f ticks
         9.63200 ms     0000012d ticks
       133.44000 ms     0000104a ticks
       137.82400 ms     000010d3 ticks
       130.81600 ms     00000ff8 ticks
       674.75200 ms     0000525e ticks
       146.68800 ms     000011e8 ticks
        43.77600 ms     00000558 ticks
       119.48800 ms     00000e96 ticks
       139.90400 ms     00001114 ticks
       121.76000 ms     00000edd ticks
       963.26400 ms     00007596 ticks
        90.11200 ms     00000b00 ticks
       110.65600 ms     00000d82 ticks
       160.28800 ms     00001391 ticks
       208.86400 ms     0000197f ticks
       169.28000 ms     000014aa ticks
       105.88800 ms     00000ced ticks
        11.29600 ms     00000161 ticks
       112.73600 ms     00000dc3 ticks
       142.14400 ms     0000115a ticks
        33.34400 ms     00000412 ticks
       128.57600 ms     00000fb2 ticks
        98.14400 ms     00000bfb ticks
        99.16800 ms     00000c1b ticks
       139.93600 ms     00001115 ticks
        85.56800 ms     00000a72 ticks
       875.55200 ms     00006ae1 ticks
       135.36000 ms     00001086 ticks
       683.23200 ms     00005367 ticks
        78.78400 ms     0000099e ticks
       204.73600 ms     000018fe ticks
       139.80800 ms     00001111 ticks
        48.12800 ms     000005e0 ticks
       119.77600 ms     00000e9f ticks
       981.95200 ms     000077de ticks
       124.83200 ms     00000f3d ticks
        11.74400 ms     0000016f ticks
       133.79200 ms     00001055 ticks
       127.42400 ms     00000f8e ticks
       144.38400 ms     000011a0 ticks
       104.38400 ms     00000cbe ticks
       124.03200 ms     00000f24 ticks
        31.26400 ms     000003d1 ticks
       121.79200 ms     00000ede ticks
        45.85600 ms     00000599 ticks
       153.47200 ms     000012bc ticks
        45.85600 ms     00000599 ticks
       105.95200 ms     00000cef ticks
       898.24000 ms     00006da6 ticks
       139.77600 ms     00001110 ticks
        20.80000 ms     0000028a ticks
       119.52000 ms     00000e97 ticks
        20.83200 ms     0000028b ticks
       128.54400 ms     00000fb1 ticks
        96.03200 ms     00000bb9 ticks
       133.08800 ms     0000103f ticks
        83.48800 ms     00000a31 ticks
       126.30400 ms     00000f6b ticks
        83.52000 ms     00000a32 ticks
        96.86400 ms     00000bd3 ticks
        20.76800 ms     00000289 ticks
       111.96800 ms     00000dab ticks
        11.48800 ms     00000167 ticks
        97.37600 ms     00000be3 ticks
       177.53600 ms     000015ac ticks
        49.31200 ms     00000605 ticks
        60.35200 ms     0000075e ticks
        51.45600 ms     00000648 ticks
       108.57600 ms     00000d41 ticks
       138.40000 ms     000010e5 ticks
        11.74400 ms     0000016f ticks
       122.43200 ms     00000ef2 ticks
       800.22400 ms     000061af ticks
       105.92000 ms     00000cee ticks
        24.99200 ms     0000030d ticks
       133.08800 ms     0000103f ticks
       158.72000 ms     00001360 ticks
        92.35200 ms     00000b46 ticks
       135.77600 ms     00001093 ticks
        96.89600 ms     00000bd4 ticks
       348.92800 ms     00002a98 ticks
       146.62400 ms     000011e6 ticks
        33.47200 ms     00000416 ticks
       101.53600 ms     00000c65 ticks
       114.84800 ms     00000e05 ticks
       133.08800 ms     0000103f ticks
       643.55200 ms     00004e8f ticks
       108.19200 ms     00000d35 ticks
        56.35200 ms     000006e1 ticks
       101.40800 ms     00000c61 ticks
       771.07200 ms     00005e20 ticks
       146.68800 ms     000011e8 ticks
        37.50400 ms     00000494 ticks
       128.60800 ms     00000fb3 ticks
       108.57600 ms     00000d41 ticks
       110.46400 ms     00000d7c ticks
        47.96800 ms     000005db ticks
       114.97600 ms     00000e09 ticks
        40.80000 ms     000004fb ticks
        96.99200 ms     00000bd7 ticks
       271.61600 ms     00002128 ticks
       146.65600 ms     000011e7 ticks
       288.32000 ms     00002332 ticks
       130.81600 ms     00000ff8 ticks
        28.57600 ms     0000037d ticks
        64.25600 ms     000007d8 ticks
        11.48800 ms     00000167 ticks
        90.04800 ms     00000afe ticks
        31.00800 ms     000003c9 ticks
       109.92000 ms     00000d6b ticks
         9.66400 ms     0000012e ticks
       119.13600 ms     00000e8b ticks
       472.19200 ms     000039a4 ticks
       121.72800 ms     00000edc ticks
        28.60800 ms     0000037e ticks
        81.05600 ms     000009e5 ticks
       177.53600 ms     000015ac ticks
       112.73600 ms     00000dc3 ticks
       104.41600 ms     00000cbf ticks
        94.62400 ms     00000b8d ticks
        54.24000 ms     0000069f ticks
       149.72800 ms     00001247 ticks
        11.77600 ms     00000170 ticks
        79.13600 ms     000009a9 ticks
       252.80000 ms     00001edc ticks
       166.75200 ms     0000145b ticks
        16.64000 ms     00000208 ticks
       126.59200 ms     00000f74 ticks
       100.19200 ms     00000c3b ticks
       108.22400 ms     00000d36 ticks
        54.24000 ms     0000069f ticks
       135.36000 ms     00001086 ticks
        56.32000 ms     000006e0 ticks
        96.89600 ms     00000bd4 ticks
       188.00000 ms     000016f3 ticks
       105.92000 ms     00000cee ticks
        37.53600 ms     00000495 ticks
        80.70400 ms     000009da ticks
         8.54400 ms     0000010b ticks
       104.22400 ms     00000cb9 ticks
       119.04000 ms     00000e88 ticks
       151.20000 ms     00001275 ticks
        20.80000 ms     0000028a ticks
       117.24800 ms     00000e50 ticks
       125.34400 ms     00000f4d ticks
        96.86400 ms     00000bd3 ticks
        39.64800 ms     000004d7 ticks
       135.32800 ms     00001085 ticks
        24.99200 ms     0000030d ticks
        94.62400 ms     00000b8d ticks
       123.23200 ms     00000f0b ticks
       103.68000 ms     00000ca8 ticks
        79.29600 ms     000009ae ticks
        85.63200 ms     00000a74 ticks
       708.32000 ms     00005677 ticks
       135.32800 ms     00001085 ticks
        21.24800 ms     00000298 ticks
        69.69600 ms     00000882 ticks
       131.58400 ms     00001010 ticks
       135.32800 ms     00001085 ticks
       217.28000 ms     00001a86 ticks
       162.49600 ms     000013d6 ticks
        57.88800 ms     00000711 ticks
        83.32800 ms     00000a2c ticks
       689.28000 ms     00005424 ticks
       160.73600 ms     0000139f ticks
        16.25600 ms     000001fc ticks
       126.97600 ms     00000f80 ticks
        75.16800 ms     0000092d ticks
       108.19200 ms     00000d35 ticks
       488.92800 ms     00003baf ticks
       112.73600 ms     00000dc3 ticks
        79.32800 ms     000009af ticks
       121.79200 ms     00000ede ticks
        52.16000 ms     0000065e ticks
        69.72800 ms     00000883 ticks
       108.57600 ms     00000d41 ticks
       128.57600 ms     00000fb2 ticks
        22.91200 ms     000002cc ticks
       121.79200 ms     00000ede ticks
        73.05600 ms     000008eb ticks
       135.32800 ms     00001085 ticks
       114.88000 ms     00000e06 ticks
        96.86400 ms     00000bd3 ticks
        48.00000 ms     000005dc ticks
        85.60000 ms     00000a73 ticks
       177.56800 ms     000015ad ticks
        96.86400 ms     00000bd3 ticks
       131.58400 ms     00001010 ticks
       135.36000 ms     00001086 ticks
        29.15200 ms     0000038f ticks
        96.89600 ms     00000bd4 ticks
       127.39200 ms     00000f8d ticks
        99.16800 ms     00000c1b ticks
        39.61600 ms     000004d6 ticks
       117.24800 ms     00000e50 ticks
       670.68800 ms     000051df ticks
       146.01600 ms     000011d3 ticks
         9.66400 ms     0000012e ticks
        74.20800 ms     0000090f ticks
       123.20000 ms     00000f0a ticks
        92.38400 ms     00000b47 ticks
       438.72000 ms     0000358e ticks
       137.63200 ms     000010cd ticks
        54.20800 ms     0000069e ticks
        99.10400 ms     00000c19 ticks
        53.02400 ms     00000679 ticks
        87.84000 ms     00000ab9 ticks
       277.85600 ms     000021eb ticks
       103.68000 ms     00000ca8 ticks
       246.49600 ms     00001e17 ticks
       146.65600 ms     000011e7 ticks
        89.76000 ms     00000af5 ticks
       105.95200 ms     00000cef ticks
       116.92800 ms     00000e46 ticks
       110.46400 ms     00000d7c ticks
       112.73600 ms     00000dc3 ticks
        99.13600 ms     00000c1a ticks
        87.68000 ms     00000ab4 ticks
       139.87200 ms     00001113 ticks
       167.10400 ms     00001466 ticks
       132.67200 ms     00001032 ticks
        14.30400 ms     000001bf ticks
        67.32800 ms     00000838 ticks
        48.00000 ms     000005dc ticks
        73.88800 ms     00000905 ticks
        87.64800 ms     00000ab3 ticks
       110.17600 ms     00000d73 ticks
        16.64000 ms     00000208 ticks
       131.39200 ms     0000100a ticks
        18.46400 ms     00000241 ticks
       112.76800 ms     00000dc4 ticks
        75.13600 ms     0000092c ticks
       103.68000 ms     00000ca8 ticks
       127.36000 ms     00000f8c ticks
       139.90400 ms     00001114 ticks
       137.82400 ms     000010d3 ticks
       121.79200 ms     00000ede ticks
       668.60800 ms     0000519e ticks
       151.20000 ms     00001275 ticks
        24.99200 ms     0000030d ticks
       121.76000 ms     00000edd ticks
        64.70400 ms     000007e6 ticks
       115.00800 ms     00000e0a ticks
       200.51200 ms     0000187a ticks
        88.64000 ms     00000ad2 ticks
        11.71200 ms     0000016e ticks
       160.44800 ms     00001396 ticks
         9.60000 ms     0000012c ticks
        94.27200 ms     00000b82 ticks
        52.16000 ms     0000065e ticks
       146.65600 ms     000011e7 ticks
       175.48800 ms     0000156c ticks
       139.87200 ms     00001113 ticks
       735.42400 ms     000059c6 ticks
       112.73600 ms     00000dc3 ticks
       169.21600 ms     000014a8 ticks
       114.97600 ms     00000e09 ticks
        73.02400 ms     000008ea ticks
       146.68800 ms     000011e8 ticks
        45.88800 ms     0000059a ticks
       121.76000 ms     00000edd ticks
       796.06400 ms     0000612d ticks
       110.46400 ms     00000d7c ticks
       530.75200 ms     000040ca ticks
       144.38400 ms     000011a0 ticks
       329.88800 ms     00002845 ticks
        85.53600 ms     00000a71 ticks
        62.78400 ms     000007aa ticks
        87.90400 ms     00000abb ticks
        20.80000 ms     0000028a ticks
       110.43200 ms     00000d7b ticks
        31.00800 ms     000003c9 ticks
        98.43200 ms     00000c04 ticks
        11.45600 ms     00000166 ticks
        92.38400 ms     00000b47 ticks
       286.20800 ms     000022f0 ticks
       135.36000 ms     00001086 ticks
      1034.27200 ms     00007e41 ticks
       133.08800 ms     0000103f ticks
       261.18400 ms     00001fe2 ticks
       135.36000 ms     00001086 ticks
        60.51200 ms     00000763 ticks
        99.13600 ms     00000c1a ticks
        26.14400 ms     00000331 ticks
       135.68000 ms     00001090 ticks
       127.42400 ms     00000f8e ticks
       148.96000 ms     0000122f ticks
       217.28000 ms     00001a86 ticks
       119.45600 ms     00000e95 ticks
        21.28000 ms     00000299 ticks
       115.20000 ms     00000e10 ticks
        50.08000 ms     0000061d ticks
        99.16800 ms     00000c1b ticks
       121.15200 ms     00000eca ticks
       155.32800 ms     000012f6 ticks
        14.30400 ms     000001bf ticks
       112.92800 ms     00000dc9 ticks
        20.80000 ms     0000028a ticks
       117.21600 ms     00000e4f ticks
        45.69600 ms     00000594 ticks
        78.78400 ms     0000099e ticks
       135.77600 ms     00001093 ticks
       108.16000 ms     00000d34 ticks
        21.28000 ms     00000299 ticks
        87.90400 ms     00000abb ticks
       160.83200 ms     000013a2 ticks
       126.94400 ms     00000f7f ticks
        13.98400 ms     000001b5 ticks
       108.80000 ms     00000d48 ticks
       106.46400 ms     00000cff ticks
       119.52000 ms     00000e97 ticks
        35.42400 ms     00000453 ticks
       124.03200 ms     00000f24 ticks
        79.32800 ms     000009af ticks
       110.46400 ms     00000d7c ticks
        37.50400 ms     00000494 ticks
       121.79200 ms     00000ede ticks
        20.80000 ms     0000028a ticks
       108.19200 ms     00000d35 ticks
       311.29600 ms     00002600 ticks
       210.08000 ms     000019a5 ticks
       478.46400 ms     00003a68 ticks
       121.79200 ms     00000ede ticks
        56.32000 ms     000006e0 ticks
       117.28000 ms     00000e51 ticks
        73.05600 ms     000008eb ticks
       117.21600 ms     00000e4f ticks
        50.08000 ms     0000061d ticks
        92.35200 ms     00000b46 ticks
        50.04800 ms     0000061c ticks
        81.05600 ms     000009e5 ticks
       516.16000 ms     00003f02 ticks
        71.96800 ms     000008c9 ticks
       238.17600 ms     00001d13 ticks
        99.16800 ms     00000c1b ticks
       102.33600 ms     00000c7e ticks
        85.56800 ms     00000a72 ticks
       244.38400 ms     00001dd5 ticks
       182.84800 ms     00001652 ticks
        89.37600 ms     00000ae9 ticks
        66.65600 ms     00000823 ticks
        77.21600 ms     0000096d ticks
        87.84000 ms     00000ab9 ticks
        96.03200 ms     00000bb9 ticks
        96.89600 ms     00000bd4 ticks
        71.00800 ms     000008ab ticks
       130.81600 ms     00000ff8 ticks
        27.07200 ms     0000034e ticks
       139.90400 ms     00001114 ticks
        39.61600 ms     000004d6 ticks
       135.36000 ms     00001086 ticks
       116.96000 ms     00000e47 ticks
        78.78400 ms     0000099e ticks
       127.42400 ms     00000f8e ticks
       105.92000 ms     00000cee ticks
        20.83200 ms     0000028b ticks
        92.35200 ms     00000b46 ticks
       908.96000 ms     00006ef5 ticks
        92.35200 ms     00000b46 ticks
       158.75200 ms     00001361 ticks
        74.27200 ms     00000911 ticks
       420.00000 ms     00003345 ticks
        65.21600 ms     000007f6 ticks
       317.56800 ms     000026c4 ticks
       153.47200 ms     000012bc ticks
       309.21600 ms     000025bf ticks
       110.43200 ms     00000d7b ticks
        21.28000 ms     00000299 ticks
        94.68800 ms     00000b8f ticks
       169.21600 ms     000014a8 ticks
       124.06400 ms     00000f25 ticks
        29.15200 ms     0000038f ticks
       106.56000 ms     00000d02 ticks
        14.01600 ms     000001b6 ticks
       111.04000 ms     00000d8e ticks
        58.43200 ms     00000722 ticks
        99.13600 ms     00000c1a ticks
      4606.56000 ms     00023253 ticks
       137.60000 ms     000010cc ticks
       261.12000 ms     00001fe0 ticks
       151.20000 ms     00001275 ticks
        33.34400 ms     00000412 ticks
       130.81600 ms     00000ff8 ticks
        77.21600 ms     0000096d ticks
       130.84800 ms     00000ff9 ticks
       208.86400 ms     0000197f ticks
       198.72000 ms     00001842 ticks
        20.76800 ms     00000289 ticks
       160.25600 ms     00001390 ticks
       252.76800 ms     00001edb ticks
       173.79200 ms     00001537 ticks
       131.58400 ms     00001010 ticks
       130.81600 ms     00000ff8 ticks
        20.80000 ms     0000028a ticks
       108.16000 ms     00000d34 ticks
        23.68000 ms     000002e4 ticks
        90.17600 ms     00000b02 ticks
       219.36000 ms     00001ac7 ticks
       155.71200 ms     00001302 ticks
       129.50400 ms     00000fcf ticks
       148.92800 ms     0000122e ticks
       104.38400 ms     00000cbe ticks
       155.71200 ms     00001302 ticks
        20.83200 ms     0000028b ticks
       150.81600 ms     00001269 ticks
        14.30400 ms     000001bf ticks
       133.40800 ms     00001049 ticks
       457.56800 ms     000037db ticks
        96.89600 ms     00000bd4 ticks
       173.37600 ms     0000152a ticks
       175.84000 ms     00001577 ticks
        16.64000 ms     00000208 ticks
       142.52800 ms     00001166 ticks
       461.76000 ms     0000385e ticks
       139.84000 ms     00001112 ticks
       116.96000 ms     00000e47 ticks
       161.05600 ms     000013a9 ticks
        11.74400 ms     0000016f ticks
       158.88000 ms     00001365 ticks
       238.17600 ms     00001d13 ticks
       119.52000 ms     00000e97 ticks
       112.76800 ms     00000dc4 ticks
        99.13600 ms     00000c1a ticks
       196.35200 ms     000017f8 ticks
       132.44800 ms     0000102b ticks
         9.66400 ms     0000012e ticks
       136.09600 ms     0000109d ticks
        16.22400 ms     000001fb ticks
        99.10400 ms     00000c19 ticks
        45.66400 ms     00000593 ticks
       117.44000 ms     00000e56 ticks
        67.52000 ms     0000083e ticks
        89.72800 ms     00000af4 ticks
       198.46400 ms     0000183a ticks
       135.36000 ms     00001086 ticks
