# DEBUG Waiting for a keypress.
        63.45600 ms     000007bf ticks
        16.25600 ms     000001fc ticks
        63.26400 ms     000007b9 ticks
        28.48000 ms     0000037a ticks
        55.26400 ms     000006bf ticks
         9.66400 ms     0000012e ticks
        78.27200 ms     0000098e ticks
        11.93600 ms     00000175 ticks
        69.28000 ms     00000875 ticks
        18.97600 ms     00000251 ticks
        60.51200 ms     00000763 ticks
        70.94400 ms     000008a9 ticks
        76.60800 ms     0000095a ticks
        87.77600 ms     00000ab7 ticks
        78.88000 ms     000009a1 ticks
       152.64000 ms     000012a2 ticks
        90.14400 ms     00000b01 ticks
        55.48800 ms     000006c6 ticks
        33.28000 ms     00000410 ticks
        96.12800 ms     00000bbc ticks
        56.25600 ms     000006de ticks
        29.15200 ms     0000038f ticks
        90.20800 ms     00000b03 ticks
        20.83200 ms     0000028b ticks
        67.55200 ms     0000083f ticks
        23.74400 ms     000002e6 ticks
        56.00000 ms     000006d6 ticks
        45.60000 ms     00000591 ticks
        33.15200 ms     0000040c ticks
        26.17600 ms     00000332 ticks
        49.18400 ms     00000601 ticks
        26.04800 ms     0000032e ticks
        64.89600 ms     000007ec ticks
        39.68000 ms     000004d8 ticks
        58.49600 ms     00000724 ticks
        48.03200 ms     000005dd ticks
        76.57600 ms     00000959 ticks
        31.29600 ms     000003d2 ticks
        65.21600 ms     000007f6 ticks
        21.28000 ms     00000299 ticks
        58.36800 ms     00000720 ticks
       100.32000 ms     00000c3f ticks
       104.57600 ms     00000cc4 ticks
        11.74400 ms     0000016f ticks
        65.60000 ms     00000802 ticks
        56.38400 ms     000006e2 ticks
        87.90400 ms     00000abb ticks
        33.50400 ms     00000417 ticks
        37.82400 ms     0000049e ticks
        45.92000 ms     0000059b ticks
        53.95200 ms     00000696 ticks
        60.57600 ms     00000765 ticks
        67.55200 ms     0000083f ticks
        64.73600 ms     000007e7 ticks
       135.52000 ms     0000108b ticks
        27.10400 ms     0000034f ticks
        76.60800 ms     0000095a ticks
        85.66400 ms     00000a75 ticks
        60.70400 ms     00000769 ticks
        57.95200 ms     00000713 ticks
        33.24800 ms     0000040f ticks
        48.03200 ms     000005dd ticks
        56.22400 ms     000006dd ticks
        48.03200 ms     000005dd ticks
        94.68800 ms     00000b8f ticks
        26.17600 ms     00000332 ticks
        42.94400 ms     0000053e ticks
        13.98400 ms     000001b5 ticks
        65.28000 ms     000007f8 ticks
        29.21600 ms     00000391 ticks
        74.94400 ms     00000926 ticks
        14.01600 ms     000001b6 ticks
        94.36800 ms     00000b85 ticks
        11.48800 ms     00000167 ticks
        60.48000 ms     00000762 ticks
        16.60800 ms     00000207 ticks
        56.06400 ms     000006d8 ticks
        77.31200 ms     00000970 ticks
        58.49600 ms     00000724 ticks
        33.37600 ms     00000413 ticks
        81.15200 ms     000009e8 ticks
       106.59200 ms     00000d03 ticks
        85.69600 ms     00000a76 ticks
        20.80000 ms     0000028a ticks
        65.28000 ms     000007f8 ticks
        87.80800 ms     00000ab8 ticks
        74.33600 ms     00000913 ticks
        56.38400 ms     000006e2 ticks
        53.95200 ms     00000696 ticks
       175.64800 ms     00001571 ticks
        74.36800 ms     00000914 ticks
        27.07200 ms     0000034e ticks
        85.66400 ms     00000a75 ticks
        41.79200 ms     0000051a ticks
        56.19200 ms     000006dc ticks
        54.30400 ms     000006a1 ticks
       101.79200 ms     00000c6d ticks
        18.46400 ms     00000241 ticks
        81.40800 ms     000009f0 ticks
        18.49600 ms     00000242 ticks
        81.12000 ms     000009e7 ticks
        33.37600 ms     00000413 ticks
        63.04000 ms     000007b2 ticks
        71.04000 ms     000008ac ticks
        78.88000 ms     000009a1 ticks
        22.91200 ms     000002cc ticks
        63.00800 ms     000007b1 ticks
        94.91200 ms     00000b96 ticks
         8.25600 ms     00000102 ticks
        59.93600 ms     00000751 ticks
        78.84800 ms     000009a0 ticks
        60.35200 ms     0000075e ticks
        42.20800 ms     00000527 ticks
       435.04000 ms     0000351b ticks
        51.68000 ms     0000064f ticks
        77.31200 ms     00000970 ticks
        76.60800 ms     0000095a ticks
       108.70400 ms     00000d45 ticks
        87.93600 ms     00000abc ticks
       211.20000 ms     000019c8 ticks
        60.76800 ms     0000076b ticks
        85.69600 ms     00000a76 ticks
        87.90400 ms     00000abb ticks
        23.71200 ms     000002e5 ticks
        63.61600 ms     000007c4 ticks
        11.74400 ms     0000016f ticks
        65.31200 ms     000007f9 ticks
       106.62400 ms     00000d04 ticks
        86.46400 ms     00000a8e ticks
        11.74400 ms     0000016f ticks
        61.02400 ms     00000773 ticks
        37.56800 ms     00000496 ticks
       103.80800 ms     00000cac ticks
       117.05600 ms     00000e4a ticks
        74.36800 ms     00000914 ticks
       221.66400 ms     00001b0f ticks
       106.04800 ms     00000cf2 ticks
        20.83200 ms     0000028b ticks
        72.06400 ms     000008cc ticks
        43.84000 ms     0000055a ticks
        51.71200 ms     00000650 ticks
       248.83200 ms     00001e60 ticks
        67.55200 ms     0000083f ticks
        37.56800 ms     00000496 ticks
        76.60800 ms     0000095a ticks
        75.20000 ms     0000092e ticks
        40.38400 ms     000004ee ticks
        54.30400 ms     000006a1 ticks
        72.06400 ms     000008cc ticks
        28.60800 ms     0000037e ticks
        69.72800 ms     00000883 ticks
        71.04000 ms     000008ac ticks
        87.96800 ms     00000abd ticks
        20.80000 ms     0000028a ticks
        95.52000 ms     00000ba9 ticks
        11.74400 ms     0000016f ticks
        63.29600 ms     000007ba ticks
        73.15200 ms     000008ee ticks
        63.00800 ms     000007b1 ticks
       357.66400 ms     00002ba9 ticks
        99.26400 ms     00000c1e ticks
        39.64800 ms     000004d7 ticks
        99.26400 ms     00000c1e ticks
       282.30400 ms     00002276 ticks
        58.49600 ms     00000724 ticks
       332.51200 ms     00002897 ticks
        63.00800 ms     000007b1 ticks
        20.80000 ms     0000028a ticks
        65.28000 ms     000007f8 ticks
       169.37600 ms     000014ad ticks
        83.39200 ms     00000a2e ticks
       271.87200 ms     00002130 ticks
        72.06400 ms     000008cc ticks
        98.24000 ms     00000bfe ticks
        51.68000 ms     0000064f ticks
       104.51200 ms     00000cc2 ticks
        53.92000 ms     00000695 ticks
       131.71200 ms     00001014 ticks
        62.72000 ms     000007a8 ticks
        16.64000 ms     00000208 ticks
        60.60800 ms     00000766 ticks
        22.91200 ms     000002cc ticks
        56.19200 ms     000006dc ticks
        21.28000 ms     00000299 ticks
        71.96800 ms     000008c9 ticks
        21.15200 ms     00000295 ticks
        33.82400 ms     00000421 ticks
        14.01600 ms     000001b6 ticks
        47.32800 ms     000005c7 ticks
     47713.24800 ms     0016c05f ticks
       408.25600 ms     000031d6 ticks
        85.05600 ms     00000a62 ticks
        71.87200 ms     000008c6 ticks
        16.54400 ms     00000205 ticks
       156.16000 ms     00001310 ticks
        18.52800 ms     00000243 ticks
        58.62400 ms     00000728 ticks
        69.12000 ms     00000870 ticks
       104.03200 ms     00000cb3 ticks
        31.36000 ms     000003d4 ticks
       108.57600 ms     00000d41 ticks
       285.12000 ms     000022ce ticks
       119.87200 ms     00000ea2 ticks
        26.27200 ms     00000335 ticks
        49.28000 ms     00000604 ticks
        60.41600 ms     00000760 ticks
        24.19200 ms     000002f4 ticks
        58.59200 ms     00000727 ticks
       113.08800 ms     00000dce ticks
       114.20800 ms     00000df1 ticks
        51.20000 ms     00000640 ticks
        96.35200 ms     00000bc3 ticks
       126.72000 ms     00000f78 ticks
       622.56000 ms     00004bff ticks
       113.12000 ms     00000dcf ticks
       222.11200 ms     00001b1d ticks
        92.67200 ms     00000b50 ticks
      1305.88800 ms     00009f69 ticks
       128.99200 ms     00000fbf ticks
        83.74400 ms     00000a39 ticks
       140.35200 ms     00001122 ticks
       142.49600 ms     00001165 ticks
       115.36000 ms     00000e15 ticks
        22.97600 ms     000002ce ticks
        76.76800 ms     0000095f ticks
        96.28800 ms     00000bc1 ticks
       233.37600 ms     00001c7d ticks
        67.90400 ms     0000084a ticks
        31.00800 ms     000003c9 ticks
        30.97600 ms     000003c8 ticks
        76.41600 ms     00000954 ticks
        75.39200 ms     00000934 ticks
        67.64800 ms     00000842 ticks
        58.08000 ms     00000717 ticks
        31.00800 ms     000003c9 ticks
        62.84800 ms     000007ac ticks
        33.28000 ms     00000410 ticks
       620.38400 ms     00004bbb ticks
       104.00000 ms     00000cb2 ticks
        69.12000 ms     00000870 ticks
       153.85600 ms     000012c8 ticks
        79.77600 ms     000009bd ticks
         8.54400 ms     0000010b ticks
        33.82400 ms     00000421 ticks
        88.57600 ms     00000ad0 ticks
        94.27200 ms     00000b82 ticks
       115.29600 ms     00000e13 ticks
        40.96000 ms     00000500 ticks
        72.16000 ms     000008cf ticks
       142.46400 ms     00001164 ticks
       119.90400 ms     00000ea3 ticks
       148.80000 ms     0000122a ticks
        81.31200 ms     000009ed ticks
        33.44000 ms     00000415 ticks
       160.73600 ms     0000139f ticks
       209.53600 ms     00001994 ticks
        88.09600 ms     00000ac1 ticks
        87.93600 ms     00000abc ticks
       135.36000 ms     00001086 ticks
        14.33600 ms     000001c0 ticks
        97.31200 ms     00000be1 ticks
       482.04800 ms     00003ad8 ticks
       108.57600 ms     00000d41 ticks
       383.55200 ms     00002ed2 ticks
       108.54400 ms     00000d40 ticks
       140.38400 ms     00001123 ticks
       104.00000 ms     00000cb2 ticks
        41.85600 ms     0000051c ticks
       113.05600 ms     00000dcd ticks
        70.33600 ms     00000896 ticks
        60.70400 ms     00000769 ticks
        33.44000 ms     00000415 ticks
        71.84000 ms     000008c5 ticks
        96.35200 ms     00000bc3 ticks
        72.25600 ms     000008d2 ticks
        96.32000 ms     00000bc2 ticks
        90.33600 ms     00000b07 ticks
        28.70400 ms     00000381 ticks
       113.24800 ms     00000dd3 ticks
        64.92800 ms     000007ed ticks
       140.28800 ms     00001120 ticks
        96.35200 ms     00000bc3 ticks
       101.53600 ms     00000c65 ticks
      1027.00800 ms     00007d5e ticks
        83.58400 ms     00000a34 ticks
        40.92800 ms     000004ff ticks
        92.70400 ms     00000b51 ticks
        20.89600 ms     0000028d ticks
       101.66400 ms     00000c69 ticks
        67.87200 ms     00000849 ticks
        24.48000 ms     000002fd ticks
        18.49600 ms     00000242 ticks
        74.49600 ms     00000918 ticks
        98.43200 ms     00000c04 ticks
       126.72000 ms     00000f78 ticks
       113.08800 ms     00000dce ticks
       119.90400 ms     00000ea3 ticks
        77.47200 ms     00000975 ticks
       101.69600 ms     00000c6a ticks
        43.39200 ms     0000054c ticks
        56.16000 ms     000006db ticks
       205.34400 ms     00001911 ticks
        81.31200 ms     000009ed ticks
       182.27200 ms     00001640 ticks
        81.28000 ms     000009ec ticks
        77.66400 ms     0000097b ticks
        35.58400 ms     00000458 ticks
      1047.96800 ms     00007fed ticks
       131.87200 ms     00001019 ticks
        14.04800 ms     000001b7 ticks
       104.51200 ms     00000cc2 ticks
        21.18400 ms     00000296 ticks
        96.83200 ms     00000bd2 ticks
       123.58400 ms     00000f16 ticks
       124.41600 ms     00000f30 ticks
      1221.92000 ms     00009529 ticks
        81.28000 ms     000009ec ticks
        25.05600 ms     0000030f ticks
       113.12000 ms     00000dcf ticks
       121.47200 ms     00000ed4 ticks
       108.54400 ms     00000d40 ticks
       215.84000 ms     00001a59 ticks
        97.18400 ms     00000bdd ticks
      1104.51200 ms     000086d4 ticks
       104.00000 ms     00000cb2 ticks
       656.64000 ms     00005028 ticks
        95.10400 ms     00000b9c ticks
        18.49600 ms     00000242 ticks
        81.31200 ms     000009ed ticks
       190.68800 ms     00001747 ticks
        83.16800 ms     00000a27 ticks
        14.33600 ms     000001c0 ticks
        76.73600 ms     0000095e ticks
        37.66400 ms     00000499 ticks
       108.48000 ms     00000d3e ticks
        94.46400 ms     00000b88 ticks
        17.69600 ms     00000229 ticks
        37.98400 ms     000004a3 ticks
        33.37600 ms     00000413 ticks
        67.00800 ms     0000082e ticks
        74.49600 ms     00000918 ticks
        58.59200 ms     00000727 ticks
       117.63200 ms     00000e5c ticks
        67.00800 ms     0000082e ticks
        67.68000 ms     00000843 ticks
        69.08800 ms     0000086f ticks
       101.72800 ms     00000c6b ticks
        27.20000 ms     00000352 ticks
        85.79200 ms     00000a79 ticks
        38.46400 ms     000004b2 ticks
        90.24000 ms     00000b04 ticks
        18.91200 ms     0000024f ticks
        80.92800 ms     000009e1 ticks
       930.56000 ms     00007198 ticks
        83.55200 ms     00000a33 ticks
        48.12800 ms     000005e0 ticks
        99.42400 ms     00000c23 ticks
        48.25600 ms     000005e4 ticks
        40.19200 ms     000004e8 ticks
       155.04000 ms     000012ed ticks
       158.94400 ms     00001367 ticks
        16.28800 ms     000001fd ticks
       127.07200 ms     00000f83 ticks
        16.57600 ms     00000206 ticks
        67.32800 ms     00000838 ticks
       245.18400 ms     00001dee ticks
       113.05600 ms     00000dcd ticks
        56.51200 ms     000006e6 ticks
       110.75200 ms     00000d85 ticks
        75.23200 ms     0000092f ticks
        40.16000 ms     000004e7 ticks
       373.08800 ms     00002d8b ticks
       126.68800 ms     00000f77 ticks
        75.36000 ms     00000933 ticks
        90.43200 ms     00000b0a ticks
        20.83200 ms     0000028b ticks
        85.85600 ms     00000a7b ticks
       643.48800 ms     00004e8d ticks
        81.31200 ms     000009ed ticks
       199.07200 ms     0000184d ticks
       108.54400 ms     00000d40 ticks
        60.64000 ms     00000767 ticks
        76.64000 ms     0000095b ticks
        25.05600 ms     0000030f ticks
        92.67200 ms     00000b50 ticks
       180.22400 ms     00001600 ticks
        79.00800 ms     000009a5 ticks
        27.16800 ms     00000351 ticks
        79.04000 ms     000009a6 ticks
       188.57600 ms     00001705 ticks
       113.08800 ms     00000dce ticks
        96.35200 ms     00000bc3 ticks
        90.36800 ms     00000b08 ticks
        67.00800 ms     0000082e ticks
       117.60000 ms     00000e5b ticks
       167.61600 ms     00001476 ticks
        85.79200 ms     00000a79 ticks
        80.12800 ms     000009c8 ticks
        73.60000 ms     000008fc ticks
        11.52000 ms     00000168 ticks
       151.68000 ms     00001284 ticks
       559.64800 ms     00004451 ticks
        99.48800 ms     00000c25 ticks
       356.35200 ms     00002b80 ticks
        78.97600 ms     000009a4 ticks
        33.60000 ms     0000041a ticks
        58.46400 ms     00000723 ticks
        94.24000 ms     00000b81 ticks
       111.45600 ms     00000d9b ticks
        14.04800 ms     000001b7 ticks
        63.39200 ms     000007bd ticks
        80.00000 ms     000009c4 ticks
        21.88800 ms     000002ac ticks
        58.08000 ms     00000717 ticks
        24.19200 ms     000002f4 ticks
       341.66400 ms     000029b5 ticks
       172.12800 ms     00001503 ticks
        20.86400 ms     0000028c ticks
       106.30400 ms     00000cfa ticks
       186.49600 ms     000016c4 ticks
        60.83200 ms     0000076d ticks
        36.03200 ms     00000466 ticks
        49.28000 ms     00000604 ticks
        23.68000 ms     000002e4 ticks
        87.74400 ms     00000ab6 ticks
        75.36000 ms     00000933 ticks
       115.36000 ms     00000e15 ticks
        38.46400 ms     000004b2 ticks
        47.00800 ms     000005bd ticks
        55.48800 ms     000006c6 ticks
        24.19200 ms     000002f4 ticks
       851.04000 ms     000067e3 ticks
        81.31200 ms     000009ed ticks
        75.39200 ms     00000934 ticks
       128.96000 ms     00000fbe ticks
        22.97600 ms     000002ce ticks
       128.99200 ms     00000fbf ticks
        96.32000 ms     00000bc2 ticks
        91.90400 ms     00000b38 ticks
        11.52000 ms     00000168 ticks
       138.36800 ms     000010e4 ticks
        14.27200 ms     000001be ticks
       126.30400 ms     00000f6b ticks
        87.96800 ms     00000abd ticks
        54.01600 ms     00000698 ticks
        21.34400 ms     0000029b ticks
        90.43200 ms     00000b0a ticks
       131.96800 ms     0000101c ticks
       128.73600 ms     00000fb7 ticks
        75.39200 ms     00000934 ticks
        90.36800 ms     00000b08 ticks
        62.81600 ms     000007ab ticks
       106.27200 ms     00000cf9 ticks
       167.61600 ms     00001476 ticks
       103.93600 ms     00000cb0 ticks
        38.46400 ms     000004b2 ticks
        88.16000 ms     00000ac3 ticks
        50.59200 ms     0000062d ticks
       139.93600 ms     00001115 ticks
        39.74400 ms     000004da ticks
        94.94400 ms     00000b97 ticks
        90.04800 ms     00000afe ticks
        74.46400 ms     00000917 ticks
        52.80000 ms     00000672 ticks
        17.69600 ms     00000229 ticks
        52.86400 ms     00000674 ticks
        44.89600 ms     0000057b ticks
       232.60800 ms     00001c65 ticks
       115.36000 ms     00000e15 ticks
        20.89600 ms     0000028d ticks
       117.60000 ms     00000e5b ticks
       159.26400 ms     00001371 ticks
        97.18400 ms     00000bdd ticks
       352.12800 ms     00002afc ticks
       106.27200 ms     00000cf9 ticks
       161.31200 ms     000013b1 ticks
       101.76000 ms     00000c6c ticks
       597.34400 ms     000048eb ticks
        92.67200 ms     00000b50 ticks
       305.98400 ms     0000255a ticks
       126.68800 ms     00000f77 ticks
        48.12800 ms     000005e0 ticks
       158.49600 ms     00001359 ticks
       289.21600 ms     0000234e ticks
       110.84800 ms     00000d88 ticks
       108.89600 ms     00000d4b ticks
        81.24800 ms     000009eb ticks
        33.60000 ms     0000041a ticks
        58.43200 ms     00000722 ticks
        53.02400 ms     00000679 ticks
        31.00800 ms     000003c9 ticks
        92.12800 ms     00000b3f ticks
        90.33600 ms     00000b07 ticks
        26.24000 ms     00000334 ticks
        88.12800 ms     00000ac2 ticks
        35.90400 ms     00000462 ticks
        44.60800 ms     00000572 ticks
       119.39200 ms     00000e93 ticks
       113.08800 ms     00000dce ticks
        39.74400 ms     000004da ticks
        67.68000 ms     00000843 ticks
       339.58400 ms     00002974 ticks
        99.42400 ms     00000c23 ticks
        23.77600 ms     000002e7 ticks
        53.85600 ms     00000693 ticks
        72.64000 ms     000008de ticks
        53.69600 ms     0000068e ticks
       427.58400 ms     00003432 ticks
        88.06400 ms     00000ac0 ticks
        60.54400 ms     00000764 ticks
        28.76800 ms     00000383 ticks
        69.05600 ms     0000086e ticks
        94.88000 ms     00000b95 ticks
       104.48000 ms     00000cc1 ticks
        22.59200 ms     000002c2 ticks
        25.60000 ms     00000320 ticks
        44.86400 ms     0000057a ticks
       372.89600 ms     00002d85 ticks
        33.56800 ms     00000419 ticks
        50.75200 ms     00000632 ticks
        24.19200 ms     000002f4 ticks
        33.44000 ms     00000415 ticks
        81.24800 ms     000009eb ticks
        53.18400 ms     0000067e ticks
        42.11200 ms     00000524 ticks
         8.54400 ms     0000010b ticks
        79.07200 ms     000009a7 ticks
        20.83200 ms     0000028b ticks
        72.19200 ms     000008d0 ticks
        23.77600 ms     000002e7 ticks
        65.31200 ms     000007f9 ticks
       848.83200 ms     0000679e ticks
       104.00000 ms     00000cb2 ticks
        60.67200 ms     00000768 ticks
        60.83200 ms     0000076d ticks
        94.72000 ms     00000b90 ticks
        35.80800 ms     0000045f ticks
        30.56000 ms     000003bb ticks
        35.68000 ms     0000045b ticks
       188.57600 ms     00001705 ticks
       112.54400 ms     00000dbd ticks
        12.03200 ms     00000178 ticks
        60.70400 ms     00000769 ticks
        45.66400 ms     00000593 ticks
        24.22400 ms     000002f5 ticks
       102.59200 ms     00000c86 ticks
        65.37600 ms     000007fb ticks
        73.47200 ms     000008f8 ticks
        14.49600 ms     000001c5 ticks
        36.28800 ms     0000046e ticks
        47.20000 ms     000005c3 ticks
       111.00800 ms     00000d8d ticks
       149.40800 ms     0000123d ticks
        46.01600 ms     0000059e ticks
       136.03200 ms     0000109b ticks
        18.52800 ms     00000243 ticks
        85.79200 ms     00000a79 ticks
        72.80000 ms     000008e3 ticks
        47.07200 ms     000005bf ticks
        39.71200 ms     000004d9 ticks
        69.95200 ms     0000088a ticks
        54.43200 ms     000006a5 ticks
       106.30400 ms     00000cfa ticks
        94.24000 ms     00000b81 ticks
       101.69600 ms     00000c6a ticks
        21.31200 ms     0000029a ticks
        76.73600 ms     0000095e ticks
        99.20000 ms     00000c1c ticks
        17.76000 ms     0000022b ticks
        58.62400 ms     00000728 ticks
       122.11200 ms     00000ee8 ticks
        36.06400 ms     00000467 ticks
        74.43200 ms     00000916 ticks
       163.45600 ms     000013f4 ticks
       122.11200 ms     00000ee8 ticks
        28.67200 ms     00000380 ticks
        88.19200 ms     00000ac4 ticks
        85.85600 ms     00000a7b ticks
        99.42400 ms     00000c23 ticks
        28.70400 ms     00000381 ticks
        78.43200 ms     00000993 ticks
        11.93600 ms     00000175 ticks
        60.51200 ms     00000763 ticks
        87.96800 ms     00000abd ticks
       101.72800 ms     00000c6b ticks
        20.89600 ms     0000028d ticks
        92.60800 ms     00000b4e ticks
        50.75200 ms     00000632 ticks
        28.70400 ms     00000381 ticks
        57.95200 ms     00000713 ticks
        37.79200 ms     0000049d ticks
        69.12000 ms     00000870 ticks
       160.73600 ms     0000139f ticks
        33.44000 ms     00000415 ticks
        76.73600 ms     0000095e ticks
        75.23200 ms     0000092f ticks
        95.00800 ms     00000b99 ticks
       241.02400 ms     00001d6c ticks
       124.38400 ms     00000f2f ticks
       377.31200 ms     00002e0f ticks
        83.55200 ms     00000a33 ticks
       100.51200 ms     00000c45 ticks
        99.48800 ms     00000c25 ticks
        66.97600 ms     0000082d ticks
       121.63200 ms     00000ed9 ticks
        12.03200 ms     00000178 ticks
       120.12800 ms     00000eaa ticks
       257.79200 ms     00001f78 ticks
        49.47200 ms     0000060a ticks
        43.39200 ms     0000054c ticks
        24.16000 ms     000002f3 ticks
        67.74400 ms     00000845 ticks
        26.43200 ms     0000033a ticks
        62.97600 ms     000007b0 ticks
        35.58400 ms     00000458 ticks
       268.28800 ms     000020c0 ticks
       108.51200 ms     00000d3f ticks
        64.86400 ms     000007eb ticks
       126.72000 ms     00000f78 ticks
        77.47200 ms     00000975 ticks
        99.45600 ms     00000c24 ticks
        35.55200 ms     00000457 ticks
        94.88000 ms     00000b95 ticks
        45.82400 ms     00000598 ticks
        53.88800 ms     00000694 ticks
       272.44800 ms     00002142 ticks
       124.44800 ms     00000f31 ticks
       146.65600 ms     000011e7 ticks
       110.81600 ms     00000d87 ticks
       136.19200 ms     000010a0 ticks
        81.28000 ms     000009ec ticks
        21.34400 ms     0000029b ticks
        72.12800 ms     000008ce ticks
        30.97600 ms     000003c8 ticks
       108.19200 ms     00000d35 ticks
       111.00800 ms     00000d8d ticks
       136.41600 ms     000010a7 ticks
        14.04800 ms     000001b7 ticks
       109.12000 ms     00000d52 ticks
        54.43200 ms     000006a5 ticks
        67.71200 ms     00000844 ticks
        69.95200 ms     0000088a ticks
        17.69600 ms     00000229 ticks
        25.60000 ms     00000320 ticks
        24.19200 ms     000002f4 ticks
       352.16000 ms     00002afd ticks
        29.05600 ms     0000038c ticks
        50.68800 ms     00000630 ticks
        30.68800 ms     000003bf ticks
        54.84800 ms     000006b2 ticks
         8.54400 ms     0000010b ticks
        58.17600 ms     0000071a ticks
        26.43200 ms     0000033a ticks
       318.59200 ms     000026e4 ticks
        97.21600 ms     00000bde ticks
        83.74400 ms     00000a39 ticks
       110.84800 ms     00000d88 ticks
       108.89600 ms     00000d4b ticks
       117.66400 ms     00000e5d ticks
        20.86400 ms     0000028c ticks
       106.27200 ms     00000cf9 ticks
       255.71200 ms     00001f37 ticks
       140.32000 ms     00001121 ticks
       509.37600 ms     00003e2e ticks
       115.20000 ms     00000e10 ticks
        19.00800 ms     00000252 ticks
        74.46400 ms     00000917 ticks
        52.28800 ms     00000662 ticks
       119.87200 ms     00000ea2 ticks
        75.23200 ms     0000092f ticks
        37.88800 ms     000004a0 ticks
       207.48800 ms     00001954 ticks
       142.59200 ms     00001168 ticks
       108.92800 ms     00000d4c ticks
       106.24000 ms     00000cf8 ticks
       119.42400 ms     00000e94 ticks
        65.37600 ms     000007fb ticks
        62.97600 ms     000007b0 ticks
        33.31200 ms     00000411 ticks
        45.60000 ms     00000591 ticks
        35.48800 ms     00000455 ticks
        60.60800 ms     00000766 ticks
        88.09600 ms     00000ac1 ticks
        55.61600 ms     000006ca ticks
        49.31200 ms     00000605 ticks
       391.96800 ms     00002fd9 ticks
       101.72800 ms     00000c6b ticks
        46.01600 ms     0000059e ticks
       113.08800 ms     00000dce ticks
       176.03200 ms     0000157d ticks
       108.51200 ms     00000d3f ticks
        71.20000 ms     000008b1 ticks
       106.27200 ms     00000cf9 ticks
       459.00800 ms     00003808 ticks
        60.83200 ms     0000076d ticks
       112.35200 ms     00000db7 ticks
        14.20800 ms     000001bc ticks
        14.40000 ms     000001c2 ticks
       111.58400 ms     00000d9f ticks
        43.93600 ms     0000055d ticks
        42.65600 ms     00000535 ticks
        77.66400 ms     0000097b ticks
        37.88800 ms     000004a0 ticks
        69.12000 ms     00000870 ticks
        90.36800 ms     00000b08 ticks
        71.20000 ms     000008b1 ticks
        92.60800 ms     00000b4e ticks
        38.49600 ms     000004b3 ticks
        48.57600 ms     000005ee ticks
         9.63200 ms     0000012d ticks
       112.48000 ms     00000dbb ticks
        16.67200 ms     00000209 ticks
        78.97600 ms     000009a4 ticks
        43.26400 ms     00000548 ticks
        49.15200 ms     00000600 ticks
       576.38400 ms     0000465c ticks
        88.12800 ms     00000ac2 ticks
        85.85600 ms     00000a7b ticks
       100.28800 ms     00000c3e ticks
        11.77600 ms     00000170 ticks
        74.84800 ms     00000923 ticks
        75.39200 ms     00000934 ticks
        72.16000 ms     000008cf ticks
        28.70400 ms     00000381 ticks
        58.46400 ms     00000723 ticks
        27.13600 ms     00000350 ticks
       106.24000 ms     00000cf8 ticks
        53.18400 ms     0000067e ticks
        51.58400 ms     0000064c ticks
        30.97600 ms     000003c8 ticks
        42.36800 ms     0000052c ticks
       243.10400 ms     00001dad ticks
       131.26400 ms     00001006 ticks
      1140.16000 ms     00008b2e ticks
        74.49600 ms     00000918 ticks
        79.55200 ms     000009b6 ticks
        81.28000 ms     000009ec ticks
        26.24000 ms     00000334 ticks
        35.61600 ms     00000459 ticks
        77.47200 ms     00000975 ticks
        83.52000 ms     00000a32 ticks
        67.10400 ms     00000831 ticks
        11.71200 ms     0000016e ticks
        61.12000 ms     00000776 ticks
        26.52800 ms     0000033d ticks
        65.47200 ms     000007fe ticks
        22.04800 ms     000002b1 ticks
       343.71200 ms     000029f5 ticks
       126.68800 ms     00000f77 ticks
        92.16000 ms     00000b40 ticks
        83.61600 ms     00000a35 ticks
       144.57600 ms     000011a6 ticks
        65.40800 ms     000007fc ticks
       205.37600 ms     00001912 ticks
        63.13600 ms     000007b5 ticks
        83.80800 ms     00000a3b ticks
       117.66400 ms     00000e5d ticks
       115.23200 ms     00000e11 ticks
       110.81600 ms     00000d87 ticks
       735.77600 ms     000059d1 ticks
       113.08800 ms     00000dce ticks
        33.44000 ms     00000415 ticks
        94.17600 ms     00000b7f ticks
        11.55200 ms     00000169 ticks
        77.05600 ms     00000968 ticks
        43.26400 ms     00000548 ticks
        60.44800 ms     00000761 ticks
        38.49600 ms     000004b3 ticks
        63.04000 ms     000007b2 ticks
       152.96000 ms     000012ac ticks
        56.28800 ms     000006df ticks
        77.66400 ms     0000097b ticks
        40.19200 ms     000004e8 ticks
       335.32800 ms     000028ef ticks
        97.18400 ms     00000bdd ticks
       159.26400 ms     00001371 ticks
       104.00000 ms     00000cb2 ticks
        92.12800 ms     00000b3f ticks
        94.88000 ms     00000b95 ticks
        31.13600 ms     000003cd ticks
        80.57600 ms     000009d6 ticks
         9.63200 ms     0000012d ticks
        85.50400 ms     00000a70 ticks
        38.49600 ms     000004b3 ticks
        33.31200 ms     00000411 ticks
       505.12000 ms     00003da9 ticks
       115.61600 ms     00000e1d ticks
        18.52800 ms     00000243 ticks
        56.28800 ms     000006df ticks
        80.41600 ms     000009d1 ticks
        19.32800 ms     0000025c ticks
        65.24800 ms     000007f7 ticks
        24.22400 ms     000002f5 ticks
       106.81600 ms     00000d0a ticks
        49.47200 ms     0000060a ticks
        74.68800 ms     0000091e ticks
        12.60800 ms     0000018a ticks
        30.56000 ms     000003bb ticks
